time,summary,icon,precipIntensity,precipProbability,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipAccumulation
2018-09-20 01:00:00,Overcast,cloudy,0.0134,0.03,rain,18.46,18.46,14.88,0.8,1014.5,5.76,11.21,228,0.93,0,16.093,291.0,
2018-09-20 02:00:00,Overcast,cloudy,0.012,0.03,rain,18.05,18.05,14.76,0.81,1014.5,5.36,10.4,214,0.89,0,16.093,292.1,
2018-09-20 03:00:00,Overcast,cloudy,0.0129,0.05,rain,18.07,18.07,14.9,0.82,1014.3,5.58,10.89,214,0.9,0,16.093,292.1,
2018-09-20 04:00:00,Overcast,cloudy,0.0169,0.05,rain,18.19,18.21,15.07,0.82,1013.9,5.99,11.78,216,0.93,0,16.093,291.9,
2018-09-20 05:00:00,Overcast,cloudy,0.0201,0.06,rain,18.31,18.34,15.2,0.82,1013.5,6.31,12.43,218,0.95,0,16.093,291.9,
2018-09-20 06:00:00,Overcast,cloudy,0.016,0.06,rain,18.27,18.3,15.2,0.82,1013.3,6.38,12.6,218,0.95,0,16.093,292.2,
2018-09-20 07:00:00,Overcast,cloudy,0.0096,0.06,rain,18.16,18.19,15.14,0.83,1013.1,6.35,12.53,217,0.96,0,16.093,292.6,
2018-09-20 08:00:00,Overcast,cloudy,0.0065,0.06,rain,18.18,18.21,15.13,0.82,1012.8,6.03,12.27,213,0.96,0,16.093,293.3,
2018-09-20 09:00:00,Overcast,cloudy,0.0,0.0,,18.23,18.24,15.03,0.82,1012.8,6.28,12.19,215,0.97,0,16.093,293.6,
2018-09-20 10:00:00,Overcast,cloudy,0.0067,0.07,rain,18.49,18.49,14.95,0.8,1012.7,6.66,12.03,217,0.98,1,16.093,293.7,
2018-09-20 11:00:00,Overcast,cloudy,0.0138,0.07,rain,18.71,18.71,14.81,0.78,1012.5,7.04,12.1,219,1.0,2,16.093,293.4,
2018-09-20 12:00:00,Overcast,cloudy,0.0178,0.06,rain,18.9,18.9,14.74,0.77,1012.2,7.34,11.99,218,1.0,2,16.093,292.3,
2018-09-20 13:00:00,Overcast,cloudy,0.0197,0.05,rain,19.07,19.07,14.54,0.75,1011.8,7.63,12.1,216,1.0,3,16.093,290.7,
2018-09-20 14:00:00,Overcast,cloudy,0.0187,0.05,rain,19.56,19.56,14.36,0.72,1011.5,7.54,12.84,208,1.0,3,16.093,284.8,
2018-09-20 15:00:00,Overcast,cloudy,0.0116,0.04,rain,20.0,20.0,14.07,0.69,1010.7,8.16,14.02,209,0.99,3,16.093,284.1,
2018-09-20 16:00:00,Overcast,cloudy,0.0,0.0,,20.44,20.44,13.75,0.65,1010.0,8.99,15.63,212,0.99,2,16.093,284.2,
2018-09-20 17:00:00,Overcast,cloudy,0.0,0.0,,20.57,20.57,13.76,0.65,1009.0,9.51,16.83,215,0.99,1,16.093,284.4,
2018-09-20 18:00:00,Overcast,cloudy,0.0,0.0,,20.82,20.82,13.81,0.64,1008.0,9.64,17.24,215,0.98,1,16.093,284.4,
2018-09-20 19:00:00,Overcast,cloudy,0.0,0.0,,20.59,20.59,13.68,0.65,1007.2,9.62,17.35,214,0.97,0,16.093,284.4,
2018-09-20 20:00:00,Overcast,cloudy,0.0104,0.05,rain,20.28,20.28,13.39,0.65,1006.2,8.73,16.26,211,0.96,0,16.093,288.0,
2018-09-20 21:00:00,Overcast,cloudy,0.0093,0.06,rain,20.03,20.03,13.41,0.66,1005.3,9.21,16.79,212,0.95,0,16.093,288.3,
2018-09-20 22:00:00,Windy and Overcast,wind,0.0088,0.08,rain,19.85,19.85,13.54,0.67,1004.2,9.84,17.64,213,0.97,0,16.093,288.2,
2018-09-20 23:00:00,Windy and Overcast,wind,0.0277,0.12,rain,19.64,19.64,13.75,0.69,1003.1,10.37,18.65,213,0.99,0,16.093,288.2,
2018-09-21 00:00:00,Possible Drizzle and Windy,rain,0.2291,0.3,rain,19.21,19.21,14.62,0.75,1001.4,11.11,19.95,210,0.99,0,16.093,287.8,
2018-09-21 01:00:00,Possible Light Rain and Dangerously Windy,rain,0.8192,0.52,rain,18.62,18.69,15.56,0.82,999.8,11.88,21.7,207,1.0,0,16.093,287.5,
2018-09-21 02:00:00,Possible Light Rain and Dangerously Windy,rain,1.3367,0.53,rain,18.98,19.06,15.79,0.82,998.2,11.18,23.3,194,0.99,0,4.875,290.5,
2018-09-21 03:00:00,Possible Light Rain and Dangerously Windy,rain,1.0296,0.5,rain,17.84,17.84,14.81,0.82,998.1,10.69,21.86,223,1.0,0,4.42,294.3,
2018-09-21 04:00:00,Possible Light Rain and Windy,rain,0.6276,0.43,rain,16.27,16.27,12.85,0.8,998.8,9.98,19.3,260,1.0,0,6.584,299.2,
2018-09-21 05:00:00,Possible Light Rain,rain,0.4968,0.37,rain,14.88,14.88,10.82,0.77,999.8,9.41,17.07,252,0.96,0,8.83,303.5,
2018-09-21 06:00:00,Possible Drizzle,rain,0.2877,0.3,rain,13.38,13.38,8.92,0.74,1001.4,8.91,16.04,146,0.86,0,10.082,306.4,
2018-09-21 07:00:00,Mostly Cloudy,partly-cloudy-night,0.078,0.17,rain,11.95,11.95,7.23,0.73,1003.5,8.37,15.39,347,0.72,0,11.378,308.7,
2018-09-21 08:00:00,Partly Cloudy,partly-cloudy-day,0.0093,0.05,rain,11.52,11.52,6.62,0.72,1005.2,6.1,12.32,271,0.55,0,16.093,310.8,
2018-09-21 09:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,11.3,11.3,5.89,0.69,1006.3,6.37,12.27,349,0.36,0,16.093,314.2,
2018-09-21 10:00:00,Clear,clear-day,0.0,0.0,,11.98,11.98,5.72,0.66,1006.8,7.1,13.09,153,0.15,1,16.093,317.9,
2018-09-21 11:00:00,Clear,clear-day,0.0,0.0,,12.99,12.99,5.74,0.61,1007.6,7.72,13.94,267,0.02,2,16.093,320.8,
2018-09-21 12:00:00,Clear,clear-day,0.0,0.0,,13.68,13.68,5.58,0.58,1008.4,8.17,14.71,269,0.02,3,16.093,322.8,
2018-09-21 13:00:00,Clear,clear-day,0.0,0.0,,14.39,14.39,5.29,0.54,1008.9,8.58,15.49,269,0.03,3,16.093,324.0,
2018-09-21 14:00:00,Clear,clear-day,0.0,0.0,,15.95,15.95,4.19,0.46,1009.1,8.16,15.42,247,0.04,4,16.093,324.3,
2018-09-21 15:00:00,Clear,clear-day,0.0,0.0,,16.27,16.27,4.35,0.45,1009.6,8.55,15.77,260,0.22,3,16.093,323.2,
2018-09-21 16:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,16.32,16.32,5.04,0.47,1010.3,9.35,16.03,266,0.44,2,16.093,321.3,
2018-09-21 17:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,15.77,15.77,5.47,0.5,1011.0,9.59,15.93,263,0.6,1,16.093,319.1,
2018-09-21 18:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,15.88,15.88,5.5,0.5,1011.8,8.99,15.04,187,0.58,1,16.093,317.0,
2018-09-21 19:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,15.59,15.59,5.18,0.5,1013.4,8.0,13.96,348,0.46,0,16.093,314.7,
2018-09-21 20:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,,15.19,15.19,5.21,0.51,1014.6,6.28,11.14,268,0.33,0,16.093,314.4,
2018-09-21 21:00:00,Clear,clear-night,0.0,0.0,,14.67,14.67,5.34,0.54,1015.7,5.75,10.24,265,0.22,0,16.093,311.4,
2018-09-21 22:00:00,Clear,clear-night,0.0,0.0,,14.12,14.12,5.69,0.57,1016.2,5.48,9.75,266,0.1,0,16.093,307.8,
2018-09-21 23:00:00,Clear,clear-night,0.0,0.0,,13.63,13.63,6.11,0.6,1017.2,5.24,9.43,266,0.05,0,16.093,304.4,
2018-09-22 00:00:00,Clear,clear-night,0.0,0.0,,13.26,13.26,6.53,0.64,1017.8,4.98,9.31,301,0.07,0,16.093,301.4,
2018-09-22 01:00:00,Clear,clear-night,0.0,0.0,,12.96,12.96,6.87,0.66,1018.2,4.74,9.36,221,0.16,0,16.093,298.7,
2018-09-22 02:00:00,Clear,clear-night,0.0,0.0,,12.42,12.42,7.6,0.72,1018.5,4.05,9.03,241,0.3,0,16.093,297.0,
2018-09-22 03:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,,12.19,12.19,7.86,0.75,1018.8,3.98,8.93,249,0.53,0,16.093,293.9,
2018-09-22 04:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,12.06,12.06,7.98,0.76,1019.5,4.04,8.87,248,0.8,0,16.093,290.5,
2018-09-22 05:00:00,Overcast,cloudy,0.0,0.0,,11.89,11.89,8.07,0.77,1019.7,4.11,8.83,246,1.0,0,16.093,287.4,
2018-09-22 06:00:00,Overcast,cloudy,0.0,0.0,,11.79,11.79,8.14,0.78,1019.7,4.09,8.87,248,1.0,0,16.093,284.9,
2018-09-22 07:00:00,Overcast,cloudy,0.015,0.07,rain,11.77,11.77,8.15,0.79,1019.6,4.04,8.94,249,1.0,0,16.093,282.8,
2018-09-22 08:00:00,Overcast,cloudy,0.0325,0.09,rain,12.16,12.16,8.26,0.77,1019.7,3.51,7.15,248,1.0,0,8.938,280.2,
2018-09-22 09:00:00,Overcast,cloudy,0.0717,0.14,rain,12.32,12.32,8.17,0.76,1019.8,3.55,6.94,249,0.99,0,8.563,279.0,
2018-09-22 10:00:00,Overcast,cloudy,0.134,0.19,rain,13.01,13.01,8.38,0.73,1020.0,3.63,6.93,251,1.0,1,10.094,278.4,
2018-09-22 11:00:00,Overcast,cloudy,0.183,0.14,rain,13.61,13.61,8.47,0.71,1020.1,3.66,6.58,251,1.0,2,11.405,277.7,
2018-09-22 12:00:00,Overcast,cloudy,0.1696,0.15,rain,13.97,13.97,8.22,0.68,1020.1,3.47,5.91,251,0.98,2,11.705,276.6,
2018-09-22 13:00:00,Overcast,cloudy,0.1269,0.15,rain,14.14,14.14,7.85,0.66,1020.1,3.23,5.05,249,0.99,3,11.829,275.6,
2018-09-22 14:00:00,Overcast,cloudy,0.1023,0.2,rain,12.56,12.56,7.89,0.73,1020.0,1.9,3.22,243,0.99,3,5.623,274.7,
2018-09-22 15:00:00,Possible Drizzle,rain,0.2835,0.31,rain,12.21,12.21,7.81,0.74,1019.4,1.85,3.03,221,0.99,3,4.357,273.5,
2018-09-22 16:00:00,Possible Light Rain,rain,0.7757,0.53,rain,11.8,11.8,7.75,0.76,1018.6,2.05,3.28,191,0.98,2,3.596,272.3,
2018-09-22 17:00:00,Possible Light Rain,rain,1.3198,0.59,rain,11.68,11.68,7.92,0.78,1017.6,2.32,3.72,164,0.98,1,3.282,271.3,
2018-09-22 18:00:00,Possible Light Rain,rain,1.5756,0.6,rain,11.74,11.74,8.26,0.79,1016.7,2.65,4.44,143,0.99,1,3.854,270.8,
2018-09-22 19:00:00,Possible Light Rain,rain,1.6208,0.6,rain,11.67,11.67,8.5,0.81,1015.6,2.98,5.35,125,0.99,0,5.226,270.5,
2018-09-22 20:00:00,Possible Light Rain,rain,1.4947,0.61,rain,11.48,11.48,8.84,0.84,1015.0,3.24,5.99,103,0.99,0,16.093,268.9,
2018-09-22 21:00:00,Possible Light Rain,rain,1.0901,0.61,rain,11.65,11.65,9.37,0.86,1014.5,3.54,6.43,91,1.0,0,16.093,269.2,
2018-09-22 22:00:00,Possible Light Rain,rain,0.6136,0.5,rain,11.82,11.82,9.9,0.88,1014.0,3.81,6.71,82,1.0,0,16.093,270.0,
2018-09-22 23:00:00,Possible Drizzle,rain,0.3192,0.42,rain,11.95,11.95,10.22,0.89,1013.7,3.98,6.82,74,1.0,0,16.093,270.7,
2018-09-23 00:00:00,Possible Drizzle,rain,0.1814,0.33,rain,11.9,11.9,10.42,0.91,1013.5,3.87,6.62,67,1.0,0,16.093,270.9,
2018-09-23 01:00:00,Overcast,cloudy,0.1036,0.22,rain,11.89,11.89,10.56,0.92,1013.3,3.63,6.25,59,1.0,0,16.093,271.1,
2018-09-23 02:00:00,Overcast,cloudy,0.0691,0.17,rain,12.06,12.06,10.41,0.9,1014.0,2.68,5.33,41,1.0,0,16.093,272.1,
2018-09-23 03:00:00,Overcast,cloudy,0.0847,0.19,rain,11.95,11.95,10.26,0.89,1014.0,2.81,5.6,35,0.99,0,16.093,272.9,
2018-09-23 04:00:00,Overcast,cloudy,0.1389,0.22,rain,11.76,11.76,9.99,0.89,1013.8,3.17,6.18,31,0.99,0,16.093,273.7,
2018-09-23 05:00:00,Possible Drizzle,rain,0.2099,0.29,rain,11.6,11.6,9.65,0.88,1013.7,3.48,6.67,29,0.98,0,16.093,274.7,
2018-09-23 06:00:00,Possible Drizzle,rain,0.2648,0.34,rain,11.32,11.32,9.22,0.87,1013.6,3.63,6.91,27,0.98,0,16.093,275.3,
2018-09-23 07:00:00,Possible Drizzle,rain,0.3328,0.45,rain,11.04,11.04,8.8,0.86,1013.6,3.7,7.06,25,0.98,0,16.093,275.9,
2018-09-23 08:00:00,Possible Light Rain,rain,0.4758,0.6,rain,10.51,10.51,8.23,0.86,1013.5,3.82,7.61,21,0.99,0,4.233,277.6,
2018-09-23 09:00:00,Light Rain,rain,1.0338,0.69,rain,10.11,10.11,7.98,0.87,1013.8,4.13,7.97,17,0.99,0,2.026,282.1,
2018-09-23 10:00:00,Light Rain,rain,2.0601,0.75,rain,9.84,7.55,7.89,0.88,1014.1,4.6,8.36,11,0.99,1,1.68,288.1,
2018-09-23 11:00:00,Rain,rain,2.7008,0.78,rain,9.68,7.23,7.73,0.88,1014.8,4.89,8.62,5,1.0,1,1.566,294.7,
2018-09-23 12:00:00,Light Rain,rain,2.1598,0.78,rain,9.46,6.93,7.39,0.87,1015.8,4.96,8.65,357,1.0,2,0.559,302.0,
2018-09-23 13:00:00,Light Rain,rain,1.3216,0.75,rain,9.28,6.76,6.86,0.85,1017.1,4.81,8.6,349,0.99,2,0.506,309.8,
2018-09-23 14:00:00,Possible Light Rain,rain,0.77,0.63,rain,9.7,7.3,5.85,0.77,1018.5,4.77,8.83,341,0.99,2,14.231,322.0,
2018-09-23 15:00:00,Possible Drizzle,rain,0.3537,0.37,rain,11.11,11.11,5.32,0.67,1019.4,5.14,9.33,337,0.78,2,16.093,325.5,
2018-09-23 16:00:00,Partly Cloudy,partly-cloudy-day,0.0629,0.11,rain,12.95,12.95,4.72,0.57,1020.2,5.61,9.96,333,0.51,2,16.093,326.6,
2018-09-23 17:00:00,Clear,clear-day,0.0,0.0,,13.45,13.45,4.32,0.54,1020.7,5.79,10.32,331,0.31,1,16.093,326.0,
2018-09-23 18:00:00,Clear,clear-day,0.0,0.0,,13.45,13.45,4.0,0.53,1021.9,5.61,10.21,332,0.22,1,16.093,323.5,
2018-09-23 19:00:00,Clear,clear-day,0.0,0.0,,12.77,12.77,3.85,0.55,1023.7,5.21,9.81,336,0.19,0,16.093,319.2,
2018-09-23 20:00:00,Clear,clear-night,0.0,0.0,,11.71,11.71,4.09,0.6,1025.6,4.32,8.7,339,0.16,0,16.093,314.8,
2018-09-23 21:00:00,Clear,clear-night,0.0,0.0,,11.05,11.05,4.45,0.64,1027.1,3.9,8.11,338,0.1,0,16.093,312.7,
2018-09-23 22:00:00,Clear,clear-night,0.0,0.0,,10.4,10.4,4.73,0.68,1028.6,3.42,7.5,336,0.04,0,16.093,311.2,
2018-09-23 23:00:00,Clear,clear-night,0.0,0.0,,9.81,8.25,5.05,0.72,1029.9,3.06,6.96,333,0.0,0,16.093,309.5,
2018-09-24 00:00:00,Clear,clear-night,0.0,0.0,,9.26,7.7,5.09,0.75,1031.0,2.87,6.52,326,0.0,0,16.093,307.5,
2018-09-24 01:00:00,Clear,clear-night,0.0,0.0,,8.78,7.19,5.14,0.78,1031.7,2.78,6.14,316,0.0,0,16.093,305.2,
2018-09-24 02:00:00,Clear,clear-night,0.0,0.0,,7.89,6.42,4.58,0.8,1032.7,2.38,4.99,310,0.0,0,16.093,297.4,
2018-09-24 03:00:00,Clear,clear-night,0.0,0.0,,7.35,5.72,4.52,0.82,1033.5,2.46,4.99,307,0.0,0,16.093,294.1,
2018-09-24 04:00:00,Clear,clear-night,0.0,0.0,,6.93,5.05,4.54,0.85,1034.2,2.69,5.25,308,0.0,0,16.093,291.1,
2018-09-24 05:00:00,Clear,clear-night,0.0,0.0,,6.34,4.29,4.42,0.87,1034.8,2.76,5.42,308,0.0,0,16.093,288.6,
2018-09-24 06:00:00,Clear,clear-night,0.0,0.0,,5.58,3.49,3.98,0.89,1035.2,2.62,5.38,308,0.05,0,16.093,286.0,
2018-09-24 07:00:00,Clear,clear-night,0.0,0.0,,4.86,2.83,3.55,0.91,1035.8,2.38,5.26,310,0.11,0,16.093,283.8,
2018-09-24 08:00:00,Clear,clear-day,0.0,0.0,,5.5,3.57,3.64,0.88,1036.4,2.4,6.69,310,0.17,0,16.093,281.9,
2018-09-24 09:00:00,Clear,clear-day,0.0,0.0,,6.58,4.82,3.98,0.83,1037.0,2.44,6.33,315,0.25,0,16.093,281.0,
2018-09-24 10:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,8.43,6.99,4.84,0.78,1037.5,2.47,5.65,319,0.35,1,16.093,280.8,
2018-09-24 11:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,10.16,10.16,5.43,0.72,1037.9,2.54,5.02,325,0.4,2,16.093,280.3,
2018-09-24 12:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,11.69,11.69,5.57,0.66,1038.1,2.65,4.59,329,0.36,3,16.093,279.6,
2018-09-24 13:00:00,Clear,clear-day,0.0,0.0,,12.98,12.98,5.29,0.6,1038.4,2.74,4.24,333,0.28,3,16.093,278.8,
2018-09-24 14:00:00,Clear,clear-day,0.0,0.0,,14.43,14.43,2.98,0.46,1038.8,2.21,3.48,336,0.2,4,16.093,272.3,
2018-09-24 15:00:00,Clear,clear-day,0.0,0.0,,15.34,15.34,1.71,0.4,1038.7,2.32,3.39,339,0.12,4,16.093,271.6,
2018-09-24 16:00:00,Clear,clear-day,0.0,0.0,,15.93,15.93,0.63,0.35,1038.2,2.49,3.45,340,0.05,3,16.093,271.9,
2018-09-24 17:00:00,Clear,clear-day,0.0,0.0,,15.93,15.93,0.27,0.34,1038.0,2.58,3.49,343,0.01,2,16.093,272.3,
2018-09-24 18:00:00,Clear,clear-day,0.0,0.0,,15.2,15.2,0.58,0.37,1037.8,2.39,3.44,346,0.03,1,16.093,272.5,
2018-09-24 19:00:00,Clear,clear-day,0.0,0.0,,13.66,13.66,0.99,0.42,1037.8,2.07,3.37,349,0.09,0,16.093,272.8,
2018-09-24 20:00:00,Clear,clear-night,0.0,0.0,,12.32,12.32,1.1,0.46,1038.4,1.45,2.83,357,0.24,0,16.093,270.6,
2018-09-24 21:00:00,Clear,clear-night,0.0,0.0,,11.06,11.06,0.74,0.49,1038.6,1.15,2.1,20,0.21,0,16.093,271.1,
2018-09-24 22:00:00,Clear,clear-night,0.0,0.0,,9.85,9.85,0.53,0.52,1038.8,0.97,1.2,55,0.14,0,16.093,271.9,
2018-09-24 23:00:00,Clear,clear-night,0.0,0.0,,8.92,8.92,0.3,0.55,1039.1,0.8,0.81,81,0.16,0,16.093,272.5,
2018-09-25 00:00:00,Clear,clear-night,0.0,0.0,,8.28,8.28,0.16,0.57,1039.3,0.68,0.68,113,0.15,0,16.093,272.5,
2018-09-25 01:00:00,Clear,clear-night,0.0,0.0,,7.81,7.81,0.03,0.58,1039.5,0.57,0.57,187,0.12,0,16.093,272.3,
2018-09-25 02:00:00,Clear,clear-night,0.0,0.0,,8.11,8.11,2.09,0.66,1039.6,0.87,0.88,218,0.09,0,16.093,269.8,
2018-09-25 03:00:00,Clear,clear-night,0.0,0.0,,7.36,7.36,1.65,0.67,1039.4,0.74,0.75,217,0.06,0,16.093,269.3,
2018-09-25 04:00:00,Clear,clear-night,0.0,0.0,,6.43,6.43,0.77,0.67,1039.0,0.63,0.63,205,0.02,0,16.093,269.0,
2018-09-25 05:00:00,Clear,clear-night,0.0,0.0,,5.52,5.52,-0.03,0.67,1038.7,0.57,0.57,215,0.0,0,16.093,268.5,
2018-09-25 06:00:00,Clear,clear-night,0.0,0.0,,4.67,4.67,-0.51,0.69,1038.6,0.6,0.6,209,0.0,0,16.093,267.5,
2018-09-25 07:00:00,Clear,clear-night,0.0,0.0,,4.13,4.13,-0.79,0.7,1038.8,0.55,0.71,191,0.01,0,16.093,266.1,
2018-09-25 08:00:00,Clear,clear-day,0.0,0.0,,4.77,4.77,-0.32,0.7,1039.1,0.64,0.82,174,0.03,0,16.093,265.7,
2018-09-25 09:00:00,Clear,clear-day,0.0,0.0,,6.64,6.64,0.65,0.66,1039.1,0.83,1.44,172,0.03,0,16.093,265.3,
2018-09-25 10:00:00,Clear,clear-day,0.0,0.0,,9.79,9.79,1.99,0.58,1039.0,0.87,2.34,144,0.02,1,16.093,265.1,
2018-09-25 11:00:00,Clear,clear-day,0.0,0.0,,12.46,12.46,2.84,0.52,1039.3,1.13,2.91,156,0.02,2,16.093,264.7,
2018-09-25 12:00:00,Clear,clear-day,0.0,0.0,,14.27,14.27,3.52,0.48,1039.3,1.59,3.29,165,0.02,3,16.093,264.0,
2018-09-25 13:00:00,Clear,clear-day,0.0,0.0,,15.51,15.51,4.54,0.48,1039.0,2.2,3.54,178,0.09,4,16.093,263.2,
2018-09-25 14:00:00,Clear,clear-day,0.0,0.0,,16.51,16.51,5.78,0.49,1038.6,2.31,3.69,194,0.19,4,16.093,268.9,
2018-09-25 15:00:00,Clear,clear-day,0.0,0.0,,17.33,17.33,5.83,0.47,1037.9,2.64,3.77,196,0.26,3,16.093,268.2,
2018-09-25 16:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,,17.88,17.88,5.49,0.44,1037.1,3.0,3.93,194,0.48,2,16.093,266.7,
2018-09-25 17:00:00,Clear,clear-day,0.0,0.0,,17.79,17.79,5.26,0.44,1036.6,3.28,3.94,190,0.27,2,16.093,265.1,
2018-09-25 18:00:00,Clear,clear-day,0.0,0.0,,17.04,17.04,4.98,0.45,1036.2,3.31,4.25,189,0.12,1,16.093,263.8,
2018-09-25 19:00:00,Clear,clear-day,0.0,0.0,,15.6,15.6,4.53,0.48,1036.2,3.13,4.55,188,0.05,0,16.093,262.3,
2018-09-25 20:00:00,Clear,clear-night,0.0,0.0,,13.97,13.97,3.97,0.51,1036.0,2.75,4.63,185,0.03,0,16.093,261.8,
2018-09-25 21:00:00,Clear,clear-night,0.0,0.0,,12.72,12.72,3.65,0.54,1036.4,2.53,4.99,185,0.03,0,16.093,260.9,
2018-09-25 22:00:00,Clear,clear-night,0.0,0.0,,11.33,11.33,3.46,0.58,1036.4,2.26,5.33,185,0.18,0,16.093,260.2,
2018-09-25 23:00:00,Clear,clear-night,0.0,0.0,,10.03,10.03,3.26,0.63,1036.5,2.06,5.3,187,0.25,0,16.093,259.6,
2018-09-26 00:00:00,Clear,clear-night,0.0,0.0,,9.05,8.19,3.01,0.66,1036.3,1.88,4.96,186,0.09,0,16.093,259.3,
2018-09-26 01:00:00,Clear,clear-night,0.0,0.0,,8.21,7.34,2.97,0.7,1036.0,1.76,4.36,184,0.06,0,16.093,259.0,
2018-09-26 02:00:00,Clear,clear-night,0.0,0.0,,8.52,7.6,4.68,0.77,1035.5,1.86,4.13,182,0.02,0,16.093,256.7,
2018-09-26 03:00:00,Clear,clear-night,0.0,0.0,,7.98,7.05,4.59,0.79,1035.0,1.77,3.87,188,0.02,0,16.093,256.5,
2018-09-26 04:00:00,Clear,clear-night,0.0,0.0,,7.37,6.57,4.28,0.81,1034.5,1.57,3.67,197,0.01,0,16.093,256.8,
2018-09-26 05:00:00,Clear,clear-night,0.0,0.0,,6.81,6.08,3.98,0.82,1034.1,1.44,3.62,209,0.0,0,16.093,256.9,
2018-09-26 06:00:00,Clear,clear-night,0.0,0.0,,6.18,5.47,3.62,0.84,1033.8,1.36,3.81,216,0.0,0,16.093,256.7,
2018-09-26 07:00:00,Clear,clear-night,0.0,0.0,,5.73,5.73,3.3,0.84,1033.8,1.29,4.13,219,0.0,0,16.093,256.5,
2018-09-26 08:00:00,Clear,clear-day,0.0,0.0,,6.15,5.3,3.21,0.81,1033.7,1.47,4.68,216,0.0,0,16.093,256.5,
2018-09-26 09:00:00,Clear,clear-day,0.0,0.0,,7.53,6.76,4.4,0.81,1033.9,1.56,5.1,223,0.01,0,16.093,255.9,
2018-09-26 10:00:00,Clear,clear-day,0.0,0.0,,10.32,10.32,6.51,0.77,1034.0,1.73,5.49,226,0.02,1,16.093,255.0,
2018-09-26 11:00:00,Clear,clear-day,0.0,0.0,,13.26,13.26,8.13,0.71,1034.0,2.15,5.64,233,0.02,2,16.093,254.2,
2018-09-26 12:00:00,Clear,clear-day,0.0,0.0,,15.65,15.65,8.4,0.62,1033.8,2.49,5.35,239,0.02,3,16.093,253.4,
2018-09-26 13:00:00,Clear,clear-day,0.0,0.0,,17.44,17.44,7.42,0.52,1033.7,2.69,4.79,241,0.02,4,16.093,252.5,
2018-09-26 14:00:00,Clear,clear-day,0.0,0.0,,19.43,19.43,5.6,0.4,1033.4,2.72,4.19,240,0.01,4,16.093,246.4,
2018-09-26 15:00:00,Clear,clear-day,0.0,0.0,,20.69,20.69,4.51,0.35,1033.0,2.8,4.13,240,0.01,4,16.093,245.3,
2018-09-26 16:00:00,Clear,clear-day,0.0,0.0,,21.47,21.47,3.7,0.31,1032.3,2.78,4.24,239,0.01,3,16.093,244.7,
2018-09-26 17:00:00,Clear,clear-day,0.0,0.0,,20.99,20.99,4.07,0.33,1031.8,2.72,4.34,237,0.0,2,16.093,244.3,
2018-09-26 18:00:00,Clear,clear-day,0.0,0.0,,20.61,20.61,4.45,0.35,1031.7,2.55,4.37,235,0.0,1,16.093,243.7,
2018-09-26 19:00:00,Clear,clear-day,0.0,0.0,,19.3,19.3,4.83,0.39,1031.6,2.23,4.49,228,0.0,0,16.093,243.3,
2018-09-26 20:00:00,Clear,clear-night,0.0,0.0,,17.57,17.57,5.4,0.45,1031.7,1.94,3.37,217,0.0,0,16.093,241.7,
2018-09-26 21:00:00,Clear,clear-night,0.0,0.0,,16.19,16.19,6.01,0.51,1031.8,2.0,3.55,217,0.0,0,16.093,241.8,
2018-09-26 22:00:00,Clear,clear-night,0.0,0.0,,14.82,14.82,6.46,0.57,1031.8,2.15,4.03,218,0.0,0,16.093,242.2,
2018-09-26 23:00:00,Clear,clear-night,0.0,0.0,,13.65,13.65,6.8,0.63,1032.0,2.14,4.06,219,0.0,0,16.093,242.7,
2018-09-27 00:00:00,Clear,clear-night,0.0,0.0,,12.77,12.77,6.86,0.67,1031.9,1.96,3.72,216,0.01,0,16.093,243.3,
2018-09-27 01:00:00,Clear,clear-night,0.0,0.0,,12.03,12.03,7.08,0.72,1031.8,1.69,3.16,210,0.0,0,16.093,244.1,
2018-09-27 02:00:00,Clear,clear-night,0.0,0.0,,12.39,12.39,8.49,0.77,1031.5,1.37,1.98,202,0.0,0,16.093,242.3,
2018-09-27 03:00:00,Clear,clear-night,0.0,0.0,,11.52,11.52,8.09,0.79,1031.0,1.34,2.12,204,0.0,0,16.093,242.9,
2018-09-27 04:00:00,Clear,clear-night,0.0,0.0,,10.38,10.38,7.39,0.82,1030.3,1.42,2.61,204,0.01,0,16.093,243.8,
2018-09-27 05:00:00,Clear,clear-night,0.0,0.0,,9.41,9.03,6.7,0.83,1029.7,1.45,2.89,205,0.01,0,16.093,244.6,
2018-09-27 06:00:00,Clear,clear-night,0.0,0.0,,8.29,7.85,5.85,0.85,1029.3,1.37,2.65,204,0.0,0,16.093,245.7,
