time,temperature,windBearing,windSpeed,ozone,pressure
2018-12-22 04:00:00,10.36,269,6.5,306.0,1009.4
2018-12-22 05:00:00,9.99,314,6.35,307.1,1010.4
2018-12-22 06:00:00,9.46,207,5.95,308.2,1011.4
2018-12-22 07:00:00,8.92,255,5.15,308.7,1012.3
2018-12-22 08:00:00,8.65,262,4.74,310.0,1012.8
2018-12-22 09:00:00,8.5,269,4.47,311.3,1013.5
2018-12-22 10:00:00,9.17,255,4.44,312.2,1014.2
2018-12-22 11:00:00,9.76,157,4.67,312.5,1015.0
2018-12-22 12:00:00,10.43,13,5.0,312.3,1015.9
2018-12-22 13:00:00,11.17,262,4.72,300.4,1016.7
2018-12-22 14:00:00,11.31,226,4.66,299.9,1017.3
2018-12-22 15:00:00,11.07,298,4.53,301.0,1017.8
2018-12-22 16:00:00,10.48,269,4.3,302.4,1018.6
2018-12-22 17:00:00,10.01,292,4.02,303.5,1019.2
2018-12-22 18:00:00,9.37,237,3.74,304.8,1019.5
2018-12-22 19:00:00,8.9,243,3.38,302.9,1020.2
2018-12-22 20:00:00,8.73,244,3.37,303.4,1020.6
2018-12-22 21:00:00,8.68,248,3.48,304.1,1021.0
2018-12-22 22:00:00,8.55,250,3.49,305.0,1021.3
2018-12-22 23:00:00,8.29,248,3.42,305.9,1021.6
2018-12-23 00:00:00,7.97,245,3.25,306.9,1021.9
2018-12-23 01:00:00,7.62,235,2.89,309.3,1021.9
2018-12-23 02:00:00,7.45,230,2.74,309.8,1021.2
2018-12-23 03:00:00,7.37,223,2.63,309.8,1020.9
2018-12-23 04:00:00,7.36,213,2.55,309.4,1020.2
2018-12-23 05:00:00,7.47,202,2.54,308.5,1019.8
2018-12-23 06:00:00,7.62,189,2.58,307.1,1018.9
2018-12-23 07:00:00,7.87,176,2.75,305.4,1018.2
2018-12-23 08:00:00,8.16,168,3.13,305.4,1017.2
2018-12-23 09:00:00,8.47,165,3.66,305.9,1016.2
2018-12-23 10:00:00,8.89,173,4.05,306.5,1015.4
2018-12-23 11:00:00,9.62,196,4.2,307.1,1015.0
2018-12-23 12:00:00,10.66,229,4.33,307.9,1014.7
2018-12-23 13:00:00,11.24,250,3.75,301.8,1014.7
2018-12-23 14:00:00,12.01,268,4.13,301.1,1014.9
2018-12-23 15:00:00,12.54,269,4.74,300.9,1015.0
2018-12-23 16:00:00,12.51,258,5.06,301.5,1015.3
2018-12-23 17:00:00,12.45,165,4.81,303.0,1015.7
2018-12-23 18:00:00,12.21,34,4.38,305.3,1016.3
2018-12-23 19:00:00,10.68,332,4.21,306.9,1017.5
2018-12-23 20:00:00,9.68,323,4.05,309.5,1018.6
2018-12-23 21:00:00,8.63,350,3.96,312.3,1019.9
2018-12-23 22:00:00,7.79,12,3.85,314.5,1021.2
2018-12-23 23:00:00,7.43,13,3.64,315.8,1022.3
2018-12-24 00:00:00,7.35,9,3.37,316.3,1023.4
2018-12-24 01:00:00,7.26,359,2.91,315.6,1024.9
2018-12-24 02:00:00,7.14,0,2.77,315.0,1025.8
2018-12-24 03:00:00,7.02,5,2.66,313.9,1026.6
2018-12-24 04:00:00,6.84,10,2.56,313.0,1027.0
2018-12-24 05:00:00,6.59,15,2.43,312.0,1027.8
2018-12-24 06:00:00,6.25,19,2.26,311.0,1028.7
2018-12-24 07:00:00,5.76,22,2.16,308.1,1029.8
2018-12-24 08:00:00,5.47,29,2.0,307.3,1030.7
2018-12-24 09:00:00,5.24,39,1.86,306.9,1031.5
2018-12-24 10:00:00,5.37,48,1.73,306.5,1032.2
2018-12-24 11:00:00,5.74,59,1.65,306.0,1032.8
2018-12-24 12:00:00,6.41,70,1.61,305.5,1033.3
2018-12-24 13:00:00,7.07,88,1.57,296.4,1033.9
2018-12-24 14:00:00,7.47,95,1.56,295.9,1034.2
2018-12-24 15:00:00,7.55,98,1.55,296.8,1034.3
2018-12-24 16:00:00,7.24,102,1.58,298.7,1034.4
2018-12-24 17:00:00,6.54,105,1.63,302.2,1034.6
2018-12-24 18:00:00,5.57,106,1.73,306.7,1034.8
2018-12-24 19:00:00,4.8,117,1.76,307.7,1035.0
2018-12-24 20:00:00,4.39,120,1.73,308.3,1035.4
2018-12-24 21:00:00,4.08,123,1.64,307.9,1035.8
2018-12-24 22:00:00,3.81,127,1.57,307.4,1036.1
2018-12-24 23:00:00,3.45,129,1.55,306.6,1036.3
2018-12-25 00:00:00,3.1,133,1.53,305.8,1036.4
2018-12-25 01:00:00,3.06,135,1.22,307.7,1036.3
2018-12-25 02:00:00,2.91,138,1.4,308.9,1035.8
2018-12-25 03:00:00,2.71,141,1.69,310.6,1035.6
2018-12-25 04:00:00,2.51,144,1.91,312.2,1035.2
2018-12-25 05:00:00,2.33,147,1.92,314.3,1034.9
2018-12-25 06:00:00,2.17,149,1.82,316.3,1034.7
2018-12-25 07:00:00,2.32,156,1.7,312.7,1034.8
2018-12-25 08:00:00,2.27,158,1.75,310.4,1034.8
2018-12-25 09:00:00,2.2,161,1.83,307.1,1034.9
2018-12-25 10:00:00,2.45,167,1.95,303.6,1034.9
2018-12-25 11:00:00,3.87,177,2.18,299.9,1035.0
2018-12-25 12:00:00,5.7,189,2.5,296.1,1035.0
2018-12-25 13:00:00,7.29,198,2.85,287.8,1035.1
2018-12-25 14:00:00,7.94,199,2.69,287.2,1034.8
2018-12-25 15:00:00,8.0,195,2.33,288.6,1034.3
2018-12-25 16:00:00,7.62,191,2.09,290.2,1034.1
2018-12-25 17:00:00,7.52,192,2.07,291.4,1033.9
2018-12-25 18:00:00,7.28,194,2.14,292.9,1033.9
2018-12-25 19:00:00,6.89,183,2.0,291.0,1034.0
2018-12-25 20:00:00,6.73,186,1.95,292.6,1034.0
2018-12-25 21:00:00,6.62,189,1.94,294.8,1033.9
2018-12-25 22:00:00,6.49,192,1.9,297.2,1033.8
2018-12-25 23:00:00,6.31,193,1.82,299.6,1033.6
2018-12-26 00:00:00,6.17,193,1.75,302.1,1033.4
2018-12-26 01:00:00,7.16,186,1.45,306.3,1033.3
2018-12-26 02:00:00,7.07,185,1.45,308.4,1033.1
2018-12-26 03:00:00,6.81,184,1.49,310.2,1032.9
2018-12-26 04:00:00,6.56,185,1.53,312.0,1032.6
2018-12-26 05:00:00,6.4,188,1.56,313.7,1032.2
2018-12-26 06:00:00,6.26,192,1.58,315.4,1031.8
2018-12-26 07:00:00,5.89,194,1.69,315.6,1031.5
2018-12-26 08:00:00,5.72,195,1.65,317.0,1031.5
2018-12-26 09:00:00,5.47,193,1.6,318.5,1031.6
2018-12-26 10:00:00,5.54,191,1.58,320.4,1031.7
2018-12-26 11:00:00,6.23,191,1.69,322.6,1031.7
2018-12-26 12:00:00,7.29,191,1.8,325.0,1031.6
2018-12-26 13:00:00,8.33,185,1.64,325.4,1031.1
2018-12-26 14:00:00,8.75,188,1.58,328.2,1030.8
2018-12-26 15:00:00,8.76,189,1.44,331.5,1030.4
2018-12-26 16:00:00,8.32,189,1.37,334.9,1030.1
2018-12-26 17:00:00,7.97,186,1.42,338.2,1029.8
2018-12-26 18:00:00,7.35,181,1.5,341.6,1029.6
2018-12-26 19:00:00,6.82,162,1.51,343.7,1029.5
2018-12-26 20:00:00,6.32,160,1.51,346.4,1029.4
2018-12-26 21:00:00,5.92,160,1.48,348.8,1029.3
2018-12-26 22:00:00,5.49,159,1.43,350.5,1029.0
2018-12-26 23:00:00,5.16,160,1.35,351.2,1028.8
2018-12-27 00:00:00,4.78,163,1.25,351.2,1028.7
2018-12-27 01:00:00,4.71,130,1.03,349.6,1028.3
2018-12-27 02:00:00,4.35,132,0.98,347.3,1027.9
2018-12-27 03:00:00,3.96,137,0.95,344.1,1027.6
2018-12-27 04:00:00,3.66,142,0.91,341.1,1027.2
2018-12-27 05:00:00,3.46,143,0.86,338.7,1026.8
2018-12-27 06:00:00,3.37,141,0.82,336.6,1026.2
2018-12-27 07:00:00,3.26,125,0.59,335.5,1026.1
2018-12-27 08:00:00,2.96,144,0.63,334.1,1026.3
2018-12-27 09:00:00,2.67,185,0.73,332.9,1026.7
2018-12-27 10:00:00,3.15,188,0.82,331.6,1026.8
2018-12-27 11:00:00,4.12,108,0.89,329.9,1026.8
2018-12-27 12:00:00,5.44,33,0.93,328.3,1026.6
2018-12-27 13:00:00,6.6,324,1.04,324.3,1026.5
2018-12-27 14:00:00,7.34,307,0.91,322.8,1026.4
2018-12-27 15:00:00,7.68,309,0.72,321.6,1026.2
2018-12-27 16:00:00,6.57,310,0.57,320.4,1026.2
2018-12-27 17:00:00,5.95,302,0.61,318.7,1026.3
2018-12-27 18:00:00,5.03,291,0.71,316.9,1026.3
2018-12-27 19:00:00,4.25,297,0.92,314.0,1026.5
2018-12-27 20:00:00,3.8,287,0.97,312.8,1026.8
2018-12-27 21:00:00,3.39,277,1.03,311.9,1027.0
2018-12-27 22:00:00,3.07,281,1.07,311.4,1027.2
2018-12-27 23:00:00,2.82,351,1.1,310.9,1027.4
2018-12-28 00:00:00,2.68,224,1.16,310.6,1027.4
2018-12-28 01:00:00,4.52,275,1.35,310.4,1027.4
2018-12-28 02:00:00,3.91,279,1.37,310.9,1027.6
2018-12-28 03:00:00,2.65,276,1.35,311.6,1027.8
2018-12-28 04:00:00,1.72,269,1.35,312.3,1027.9
2018-12-28 05:00:00,1.41,270,1.37,313.1,1028.1
2018-12-28 06:00:00,1.75,269,1.43,313.9,1028.5
2018-12-28 07:00:00,2.87,258,1.56,310.9,1029.0
2018-12-28 08:00:00,3.5,266,1.66,310.1,1029.5
2018-12-28 09:00:00,4.07,268,1.82,309.1,1030.1
2018-12-28 10:00:00,4.65,258,1.92,308.7,1030.6
2018-12-28 11:00:00,5.57,224,2.03,309.0,1031.0
2018-12-28 12:00:00,6.32,289,2.14,309.8,1031.1
2018-12-28 13:00:00,8.21,262,2.28,314.6,1030.9
2018-12-28 14:00:00,8.63,261,2.3,316.4,1031.2
2018-12-28 15:00:00,8.57,264,2.23,318.0,1031.5
2018-12-28 16:00:00,7.79,264,2.19,318.8,1031.9
2018-12-28 17:00:00,7.17,289,2.2,318.7,1032.1
2018-12-28 18:00:00,6.19,232,2.27,317.8,1032.5
2018-12-28 19:00:00,5.48,250,1.99,314.9,1032.9
2018-12-28 20:00:00,4.86,256,1.96,313.9,1033.4
2018-12-28 21:00:00,4.28,255,1.88,313.0,1033.6
2018-12-28 22:00:00,3.89,250,1.85,312.2,1033.9
2018-12-28 23:00:00,3.66,247,1.83,311.7,1034.1
2018-12-29 00:00:00,3.6,243,1.89,311.4,1034.0
2018-12-29 01:00:00,6.23,228,1.95,307.4,1033.9
2018-12-29 02:00:00,6.23,231,2.19,306.0,1033.9
2018-12-29 03:00:00,6.03,237,2.54,304.6,1033.8
2018-12-29 04:00:00,5.96,241,2.88,303.5,1033.6
2018-12-29 05:00:00,6.08,239,3.15,302.5,1033.2
2018-12-29 06:00:00,6.32,237,3.48,301.7,1032.7
2018-12-29 07:00:00,6.42,225,3.19,300.4,1032.4
2018-12-29 08:00:00,6.43,227,3.59,301.5,1032.2
2018-12-29 09:00:00,6.51,234,4.17,303.7,1032.0
2018-12-29 10:00:00,6.73,241,4.62,305.7,1031.8
2018-12-29 11:00:00,7.74,257,4.88,307.4,1031.5
2018-12-29 12:00:00,9.15,267,5.03,309.0,1031.1
2018-12-29 13:00:00,10.04,248,4.62,310.0,1030.7
2018-12-29 14:00:00,11.09,151,4.59,311.5,1030.8
2018-12-29 15:00:00,11.84,12,4.53,312.9,1030.9
2018-12-29 16:00:00,11.54,278,4.43,314.0,1031.3
2018-12-29 17:00:00,11.31,270,4.11,314.4,1031.9
2018-12-29 18:00:00,10.69,282,3.71,314.4,1032.5
2018-12-29 19:00:00,9.77,280,2.73,315.3,1033.3
2018-12-29 20:00:00,9.13,290,2.5,314.9,1034.0
2018-12-29 21:00:00,8.37,303,2.39,314.2,1034.6
2018-12-29 22:00:00,7.56,310,2.18,313.3,1035.0
2018-12-29 23:00:00,6.65,295,1.89,312.2,1035.2
2018-12-30 00:00:00,5.68,276,1.58,310.9,1035.4
2018-12-30 01:00:00,6.15,290,1.48,307.4,1035.4
2018-12-30 02:00:00,5.41,19,1.38,306.1,1035.4
2018-12-30 03:00:00,4.72,150,1.37,305.3,1035.4
2018-12-30 04:00:00,4.91,240,1.52,304.6,1035.2
2018-12-30 05:00:00,5.06,258,1.76,303.5,1035.2
2018-12-30 06:00:00,5.36,242,2.09,302.5,1035.3
2018-12-30 07:00:00,5.8,229,2.16,303.7,1035.2
2018-12-30 08:00:00,6.23,246,2.26,302.9,1035.2
2018-12-30 09:00:00,6.86,264,2.47,301.8,1035.2
2018-12-30 10:00:00,7.36,248,2.62,300.6,1035.2
2018-12-30 11:00:00,8.21,154,2.84,299.2,1035.3
2018-12-30 12:00:00,9.44,9,3.07,297.8,1035.3
2018-12-30 13:00:00,9.98,273,3.2,295.7,1035.6
2018-12-30 14:00:00,10.36,270,3.25,293.8,1035.5
2018-12-30 15:00:00,10.35,270,3.25,291.9,1035.4
2018-12-30 16:00:00,9.87,284,3.18,290.3,1035.3
2018-12-30 17:00:00,9.74,21,3.03,289.0,1035.3
2018-12-30 18:00:00,9.45,209,2.82,288.0,1035.5
2018-12-30 19:00:00,9.2,267,2.35,286.4,1035.9
2018-12-30 20:00:00,8.98,203,2.33,286.1,1036.0
2018-12-30 21:00:00,8.73,23,2.42,286.3,1036.1
2018-12-30 22:00:00,8.41,281,2.47,286.4,1036.2
2018-12-30 23:00:00,7.89,273,2.33,286.2,1036.3
2018-12-31 00:00:00,7.4,273,2.12,286.0,1036.5
2018-12-31 01:00:00,7.87,265,2.36,283.1,1036.2
2018-12-31 02:00:00,7.22,271,2.3,282.8,1036.3
2018-12-31 03:00:00,6.29,270,2.26,282.9,1036.3
2018-12-31 04:00:00,5.43,263,2.21,282.8,1036.2
2018-12-31 05:00:00,4.95,264,2.19,282.2,1036.1
2018-12-31 06:00:00,4.83,268,2.13,281.4,1036.0
2018-12-31 07:00:00,4.64,264,1.68,282.2,1036.3
2018-12-31 08:00:00,4.16,228,1.67,281.6,1036.5
2018-12-31 09:00:00,3.58,310,1.77,280.8,1036.7
2018-12-31 10:00:00,3.73,269,1.82,279.8,1036.9
2018-12-31 11:00:00,5.03,241,1.88,278.2,1037.0
2018-12-31 12:00:00,6.51,301,1.98,276.3,1036.7
2018-12-31 13:00:00,8.84,253,1.95,276.8,1036.7
2018-12-31 14:00:00,9.44,259,2.15,274.6,1036.4
2018-12-31 15:00:00,9.41,263,2.35,272.1,1036.1
2018-12-31 16:00:00,8.63,266,2.54,270.0,1035.8
2018-12-31 17:00:00,7.81,267,2.57,268.4,1035.8
2018-12-31 18:00:00,6.63,265,2.49,267.3,1035.8
2018-12-31 19:00:00,6.91,258,2.27,267.6,1035.8
2018-12-31 20:00:00,6.64,188,2.59,267.8,1035.7
2018-12-31 21:00:00,6.57,348,3.0,268.4,1035.7
2018-12-31 22:00:00,6.59,274,3.31,269.1,1035.6
2018-12-31 23:00:00,6.77,271,3.42,269.4,1035.6
2019-01-01 00:00:00,7.0,274,3.37,269.7,1035.5
2019-01-01 01:00:00,8.36,283,2.86,265.4,1035.0
2019-01-01 02:00:00,7.64,265,2.87,265.5,1034.9
2019-01-01 03:00:00,6.51,304,3.0,266.2,1034.6
2019-01-01 04:00:00,5.75,278,3.11,266.9,1034.4
2019-01-01 05:00:00,5.43,277,3.22,267.9,1034.2
2019-01-01 06:00:00,5.28,279,3.36,268.9,1034.2
2019-01-01 07:00:00,5.93,272,3.39,269.4,1034.2
2019-01-01 08:00:00,5.76,241,3.47,271.0,1034.5
2019-01-01 09:00:00,5.71,330,3.61,273.0,1034.6
2019-01-01 10:00:00,5.8,289,3.69,274.9,1034.8
2019-01-01 11:00:00,6.62,286,3.84,276.6,1034.8
2019-01-01 12:00:00,8.03,298,4.01,278.2,1034.8
2019-01-01 13:00:00,9.93,305,3.74,275.5,1034.9
2019-01-01 14:00:00,10.48,309,3.79,275.8,1034.9
2019-01-01 15:00:00,10.37,313,3.81,276.3,1034.9
2019-01-01 16:00:00,9.59,320,3.82,276.4,1035.2
2019-01-01 17:00:00,9.31,338,3.89,276.0,1035.8
2019-01-01 18:00:00,8.92,359,3.95,275.2,1036.6
2019-01-01 19:00:00,8.54,15,3.14,274.9,1037.5
2019-01-01 20:00:00,8.05,19,3.39,273.2,1038.1
2019-01-01 21:00:00,7.5,18,3.78,271.1,1038.6
2019-01-01 22:00:00,6.86,15,4.01,269.1,1039.0
2019-01-01 23:00:00,6.08,10,3.89,267.2,1039.6
2019-01-02 00:00:00,5.2,6,3.57,265.5,1040.2
2019-01-02 01:00:00,5.2,354,3.4,262.2,1041.3
2019-01-02 02:00:00,4.52,353,3.39,261.8,1041.5
2019-01-02 03:00:00,3.82,353,3.4,262.2,1041.7
2019-01-02 04:00:00,3.19,354,3.43,262.9,1041.8
2019-01-02 05:00:00,2.7,355,3.41,263.6,1041.9
2019-01-02 06:00:00,2.27,355,3.36,264.6,1042.1
2019-01-02 07:00:00,1.98,347,3.36,267.1,1042.5
2019-01-02 08:00:00,1.67,347,3.18,268.9,1042.8
2019-01-02 09:00:00,1.51,348,3.0,271.0,1043.4
2019-01-02 10:00:00,1.53,349,2.85,272.7,1043.6
2019-01-02 11:00:00,2.41,349,2.81,274.3,1043.8
2019-01-02 12:00:00,3.7,349,2.82,275.6,1043.9
2019-01-02 13:00:00,5.63,342,2.36,267.6,1044.3
2019-01-02 14:00:00,6.2,342,2.33,267.2,1044.2
2019-01-02 15:00:00,6.2,346,2.41,267.2,1044.0
2019-01-02 16:00:00,5.91,347,2.42,267.4,1043.9
2019-01-02 17:00:00,4.9,347,2.37,267.2,1044.0
2019-01-02 18:00:00,3.81,346,2.31,267.1,1044.1
2019-01-02 19:00:00,3.02,339,1.79,264.1,1044.3
2019-01-02 20:00:00,2.46,336,1.66,264.5,1044.3
2019-01-02 21:00:00,1.93,334,1.57,265.5,1044.1
2019-01-02 22:00:00,1.42,332,1.49,266.4,1044.0
2019-01-02 23:00:00,1.07,334,1.54,266.9,1043.9
2019-01-03 00:00:00,0.84,337,1.66,267.4,1043.8
2019-01-03 01:00:00,3.0,357,1.77,270.0,1043.7
2019-01-03 02:00:00,2.34,0,1.65,271.1,1043.5
2019-01-03 03:00:00,1.15,1,1.43,272.2,1043.3
2019-01-03 04:00:00,0.13,3,1.28,273.5,1043.1
2019-01-03 05:00:00,-0.4,3,1.25,275.2,1043.1
2019-01-03 06:00:00,-0.46,3,1.29,276.9,1043.1
2019-01-03 07:00:00,-0.32,345,1.63,280.5,1043.4
2019-01-03 08:00:00,-0.53,344,1.58,281.2,1043.4
2019-01-03 09:00:00,-0.74,345,1.47,281.4,1043.3
2019-01-03 10:00:00,-0.77,348,1.42,281.4,1043.4
2019-01-03 11:00:00,0.59,352,1.51,281.4,1043.6
2019-01-03 12:00:00,2.45,359,1.68,281.4,1043.7
2019-01-03 13:00:00,4.92,357,1.75,277.5,1043.7
2019-01-03 14:00:00,5.58,1,1.71,277.9,1043.6
2019-01-03 15:00:00,5.5,4,1.64,279.2,1043.4
2019-01-03 16:00:00,4.46,6,1.63,279.9,1043.3
2019-01-03 17:00:00,3.78,8,1.7,279.8,1043.4
2019-01-03 18:00:00,2.89,10,1.81,279.4,1043.7
2019-01-03 19:00:00,2.69,16,1.71,279.8,1043.9
2019-01-03 20:00:00,1.79,19,1.62,280.7,1043.9
2019-01-03 21:00:00,0.72,24,1.48,282.1,1043.8
2019-01-03 22:00:00,-0.18,24,1.32,283.9,1043.6
2019-01-03 23:00:00,-0.72,19,1.22,286.2,1043.6
2019-01-04 00:00:00,-1.0,10,1.15,288.9,1043.5
2019-01-04 01:00:00,1.1,359,0.89,291.2,1043.6
2019-01-04 02:00:00,0.33,351,0.9,291.5,1043.5
2019-01-04 03:00:00,-0.95,342,0.98,290.9,1043.2
2019-01-04 04:00:00,-2.0,335,1.07,290.3,1042.9
2019-01-04 05:00:00,-2.44,331,1.08,289.9,1042.5
2019-01-04 06:00:00,-2.54,328,1.09,289.6,1042.6
2019-01-04 07:00:00,-2.58,336,1.29,289.6,1043.0
2019-01-04 08:00:00,-2.83,330,1.23,289.2,1042.9
2019-01-04 09:00:00,-3.18,322,1.18,288.8,1042.9
2019-01-04 10:00:00,-2.81,314,1.2,288.3,1043.0
2019-01-04 11:00:00,-1.17,306,1.45,287.3,1042.9
2019-01-04 12:00:00,1.21,301,1.86,286.2,1042.7
2019-01-04 13:00:00,3.3,317,2.04,279.7,1042.6
2019-01-04 14:00:00,4.01,315,2.21,279.1,1042.2
2019-01-04 15:00:00,3.93,312,2.33,279.4,1041.9
2019-01-04 16:00:00,3.49,310,2.41,279.9,1041.5
2019-01-04 17:00:00,2.55,309,2.44,280.2,1041.4
2019-01-04 18:00:00,1.43,306,2.47,280.5,1041.3
2019-01-04 19:00:00,0.72,295,2.27,286.3,1041.5
2019-01-04 20:00:00,0.17,292,2.21,287.4,1041.5
2019-01-04 21:00:00,-0.22,291,2.16,288.2,1041.5
2019-01-04 22:00:00,-0.39,293,2.2,288.8,1041.4
2019-01-04 23:00:00,-0.11,300,2.48,289.4,1041.3
2019-01-05 00:00:00,0.47,309,2.87,289.9,1040.9
2019-01-05 01:00:00,3.57,315,2.34,289.4,1040.8
2019-01-05 02:00:00,2.88,315,2.4,290.2,1040.5
2019-01-05 03:00:00,1.36,312,2.45,291.4,1040.2
2019-01-05 04:00:00,0.08,307,2.47,292.8,1039.9
2019-01-05 05:00:00,-0.36,304,2.43,294.4,1039.5
2019-01-05 06:00:00,-0.42,301,2.41,296.2,1039.6
2019-01-05 07:00:00,-0.05,307,2.73,299.4,1039.5
2019-01-05 08:00:00,-0.64,307,2.86,301.8,1039.5
2019-01-05 09:00:00,-1.27,307,3.03,304.1,1039.5
2019-01-05 10:00:00,-0.78,306,3.17,305.9,1039.4
2019-01-05 11:00:00,0.53,303,3.2,306.7,1039.4
2019-01-05 12:00:00,2.2,300,3.19,307.0,1039.2
2019-01-05 13:00:00,4.71,303,2.84,297.5,1039.5
2019-01-05 14:00:00,5.23,301,2.77,297.4,1039.3
2019-01-05 15:00:00,5.17,300,2.78,298.4,1038.7
2019-01-05 16:00:00,4.24,299,2.82,299.4,1038.5
2019-01-05 17:00:00,3.79,295,2.82,300.3,1038.5
2019-01-05 18:00:00,3.19,294,2.84,301.2,1038.6
2019-01-05 19:00:00,3.4,289,2.36,297.8,1038.7
2019-01-05 20:00:00,3.04,297,2.37,296.2,1038.6
2019-01-05 21:00:00,2.7,279,2.45,294.0,1038.5
2019-01-05 22:00:00,2.95,287,2.55,292.1,1038.2
2019-01-05 23:00:00,3.01,280,2.68,290.3,1038.0
2019-01-06 00:00:00,3.18,298,2.81,288.8,1037.8
2019-01-06 01:00:00,4.88,265,2.33,287.3,1037.7
2019-01-06 02:00:00,4.3,237,2.42,287.2,1037.5
2019-01-06 03:00:00,2.74,315,2.51,287.8,1037.2
2019-01-06 04:00:00,1.37,268,2.53,288.6,1037.0
2019-01-06 05:00:00,1.14,272,2.51,289.7,1036.9
2019-01-06 06:00:00,1.33,274,2.46,291.0,1036.5
2019-01-06 07:00:00,2.82,276,2.33,292.2,1036.5
2019-01-06 08:00:00,3.13,267,2.35,294.7,1036.5
2019-01-06 09:00:00,3.44,309,2.44,297.8,1036.7
2019-01-06 10:00:00,3.69,294,2.5,301.3,1036.8
2019-01-06 11:00:00,4.34,294,2.6,305.8,1036.9
2019-01-06 12:00:00,5.18,299,2.64,310.7,1037.0
2019-01-06 13:00:00,7.37,297,2.48,292.4,1036.9
2019-01-06 14:00:00,7.88,301,2.45,292.2,1036.8
2019-01-06 15:00:00,8.11,308,2.41,293.1,1036.6
2019-01-06 16:00:00,7.54,312,2.42,294.1,1036.5
2019-01-06 17:00:00,7.13,314,2.49,294.8,1036.7
2019-01-06 18:00:00,6.26,315,2.56,295.6,1037.0
2019-01-06 19:00:00,5.47,311,2.92,293.4,1037.3
2019-01-06 20:00:00,4.37,310,2.75,294.0,1037.5
2019-01-06 21:00:00,3.14,307,2.41,295.1,1037.5
2019-01-06 22:00:00,2.07,304,2.17,296.4,1037.4
2019-01-06 23:00:00,1.59,286,2.1,298.0,1037.4
2019-01-07 00:00:00,1.43,270,2.08,299.8,1037.3
2019-01-07 01:00:00,5.34,282,2.08,298.4,1037.6
2019-01-07 02:00:00,4.75,21,2.07,299.6,1037.6
2019-01-07 03:00:00,3.24,163,2.04,300.8,1037.3
2019-01-07 04:00:00,1.86,260,2.03,301.7,1036.9
2019-01-07 05:00:00,1.36,269,2.03,302.1,1036.3
2019-01-07 06:00:00,1.48,259,2.09,302.0,1035.6
2019-01-07 07:00:00,2.31,228,2.14,303.1,1035.2
2019-01-07 08:00:00,2.87,230,2.66,304.4,1034.9
2019-01-07 09:00:00,3.47,236,3.29,306.1,1034.8
2019-01-07 10:00:00,4.03,243,3.81,307.1,1034.6
2019-01-07 11:00:00,5.28,247,4.12,307.1,1034.0
2019-01-07 12:00:00,6.64,250,4.39,306.5,1033.4
2019-01-07 13:00:00,8.32,243,3.83,294.6,1032.6
2019-01-07 14:00:00,9.18,259,4.28,292.4,1031.8
2019-01-07 15:00:00,9.95,269,4.79,291.0,1030.9
2019-01-07 16:00:00,10.07,254,5.25,289.9,1030.0
2019-01-07 17:00:00,10.26,157,5.52,288.4,1029.6
2019-01-07 18:00:00,10.06,11,5.75,287.2,1029.3
2019-01-07 19:00:00,8.85,271,6.6,287.1,1028.4
2019-01-07 20:00:00,8.83,269,6.7,288.3,1028.4
2019-01-07 21:00:00,9.03,270,6.62,290.4,1028.2
2019-01-07 22:00:00,9.01,283,6.57,292.2,1027.9
2019-01-07 23:00:00,8.64,292,6.32,293.2,1028.0
2019-01-08 00:00:00,8.13,302,6.05,293.9,1028.1
2019-01-08 01:00:00,8.71,294,4.6,292.1,1027.6
2019-01-08 02:00:00,8.19,296,4.78,291.7,1027.5
2019-01-08 03:00:00,7.69,296,5.16,291.2,1027.0
2019-01-08 04:00:00,7.27,297,5.45,291.1,1026.8
2019-01-08 05:00:00,6.88,300,5.6,291.7,1026.6
2019-01-08 06:00:00,6.57,303,5.68,292.7,1026.5
2019-01-08 07:00:00,5.44,306,5.86,294.8,1026.8
2019-01-08 08:00:00,6.36,304,5.38,297.2,1027.1
2019-01-08 09:00:00,6.28,312,5.3,300.1,1027.5
2019-01-08 10:00:00,6.55,317,5.27,302.4,1027.7
2019-01-08 11:00:00,7.2,322,5.28,303.9,1027.9
2019-01-08 12:00:00,7.87,328,5.4,304.8,1028.1
2019-01-08 13:00:00,9.3,325,5.13,297.5,1028.3
2019-01-08 14:00:00,9.64,327,5.11,297.0,1028.1
2019-01-08 15:00:00,9.49,327,5.04,297.2,1028.0
2019-01-08 16:00:00,8.47,328,4.89,298.0,1027.9
2019-01-08 17:00:00,7.95,330,4.5,299.7,1028.1
2019-01-08 18:00:00,7.15,330,4.1,301.9,1028.3
2019-01-08 19:00:00,6.35,326,3.55,304.1,1028.7
2019-01-08 20:00:00,6.04,327,3.56,304.2,1028.9
2019-01-08 21:00:00,5.88,330,3.76,303.5,1028.9
2019-01-08 22:00:00,5.67,332,3.97,303.0,1028.9
2019-01-08 23:00:00,5.45,333,4.18,303.0,1028.7
2019-01-09 00:00:00,5.25,333,4.42,303.3,1028.5
2019-01-09 01:00:00,5.28,323,4.66,295.9,1028.9
2019-01-09 02:00:00,5.1,325,4.83,296.6,1028.8
2019-01-09 03:00:00,4.98,332,4.95,298.6,1028.5
2019-01-09 04:00:00,4.83,338,5.12,300.7,1028.2
2019-01-09 05:00:00,4.66,339,5.19,302.2,1028.0
2019-01-09 06:00:00,4.33,341,5.21,303.9,1028.0
